,Regiao,UF,CNAE,Atendida,CodAssunto,SexoConsumidor,FaixaEtaria,CEP,InscritoDAU
3434,Sudeste,SP,4651601.0,1,101.0,F,3,3590060.0,0
3435,Sudeste,SP,6511101.0,1,69.0,F,4,8431810.0,1
3437,Sudeste,SP,8291100.0,0,76.0,F,4,3387010.0,0
3441,Nordeste,RN,2751100.0,1,94.0,F,6,59071370.0,0
3442,Nordeste,RN,6422100.0,0,54.0,M,6,59052465.0,1
3443,Nordeste,RN,4711301.0,0,54.0,M,6,59052465.0,0
3444,Nordeste,RN,6436100.0,0,103.0,F,7,59112000.0,0
3445,Sudeste,SP,4751201.0,0,108.0,F,2,5704020.0,0
3446,Sudeste,SP,4651601.0,0,101.0,F,2,1520010.0,0
3447,Sudeste,SP,7490104.0,0,101.0,M,3,14875368.0,0
3448,Sudeste,SP,6462000.0,1,102.0,F,2,6600010.0,0
3449,Sudeste,SP,7911200.0,1,276.0,F,2,3940040.0,0
3450,Sudeste,SP,6120501.0,0,186.0,M,6,5058001.0,1
3452,Sudeste,SP,6120501.0,1,186.0,M,3,11700190.0,1
3453,Sudeste,SP,6422100.0,0,53.0,M,5,4849230.0,1
3456,Sudeste,SP,6422100.0,0,54.0,F,6,5775200.0,0
3457,Sudeste,SP,6511101.0,0,69.0,F,6,3927080.0,1
3458,Sudeste,SP,6462000.0,0,55.0,M,3,3927400.0,0
3459,Centro-oeste,GO,2640000.0,1,96.0,M,2,75682000.0,1
3460,Centro-oeste,GO,6190699.0,1,76.0,M,5,75690000.0,0
3462,Centro-oeste,GO,4120400.0,1,82.0,F,3,75904500.0,0
3464,Sudeste,SP,6462000.0,1,122.0,M,5,5016010.0,0
3465,Sudeste,SP,6619399.0,0,56.0,M,4,8142010.0,0
3466,Sudeste,SP,7319004.0,0,54.0,M,5,3694000.0,0
3467,Sudeste,SP,8690999.0,0,214.0,M,6,8320330.0,0
3468,Sudeste,SP,6422100.0,0,53.0,F,7,4438250.0,1
3469,Sudeste,SP,6462000.0,1,93.0,M,2,8474310.0,0
3470,Centro-oeste,GO,7490104.0,1,63.0,M,4,75000000.0,0
3471,Centro-oeste,GO,4753900.0,1,103.0,F,3,75115750.0,0
3472,Centro-oeste,GO,8211300.0,1,103.0,F,3,75115750.0,0
3473,Centro-oeste,GO,6511101.0,1,101.0,M,2,75096706.0,1
3474,Sul,SC,6319400.0,1,76.0,M,6,88904290.0,0
3475,Sul,SC,6436100.0,1,63.0,F,6,88901000.0,0
3476,Sul,SC,8599603.0,0,236.0,M,4,88906768.0,0
3477,Sul,SC,4511101.0,1,250.0,M,5,89247000.0,0
3478,Sul,SC,6120501.0,1,101.0,F,7,89247000.0,1
3480,Sul,SC,9430800.0,1,76.0,M,5,88500000.0,1
3481,Sul,SC,8291100.0,1,76.0,M,2,88502310.0,0
3482,Nordeste,RN,4789099.0,0,97.0,M,2,59072530.0,1
3483,Nordeste,RN,3600601.0,0,183.0,F,4,59012410.0,1
3485,Nordeste,RN,4753900.0,0,120.0,F,2,59139180.0,0
3487,Centro-oeste,GO,8291100.0,1,288.0,M,2,75682553.0,0
3489,Centro-oeste,GO,6110803.0,1,279.0,M,3,75689670.0,1
3490,Sudeste,MG,6120501.0,1,186.0,M,4,35600000.0,1
3491,Sudeste,MG,6120501.0,1,187.0,F,4,35600000.0,1
3492,Sudeste,MG,4511101.0,0,131.0,F,3,35600000.0,1
3493,Sudeste,MG,6110801.0,1,186.0,F,6,35600000.0,1
3494,Sudeste,MG,2640000.0,1,96.0,M,7,35600000.0,0
3497,Norte,RO,6110801.0,0,279.0,F,3,76807858.0,1
3498,Norte,RO,8531700.0,1,236.0,F,5,76861000.0,1
3502,Norte,RO,6422100.0,0,54.0,M,2,76820110.0,1
3503,Norte,RO,7490104.0,0,74.0,F,2,76829124.0,0
3507,Sudeste,MG,3600601.0,1,183.0,M,6,38304070.0,0
3509,Sudeste,MG,4754702.0,1,100.0,M,4,38307022.0,1
3511,Sudeste,MG,4651601.0,1,288.0,M,2,38300142.0,0
3516,Sudeste,MG,4755503.0,1,55.0,F,4,37750000.0,0
3518,Sudeste,MG,8599603.0,1,236.0,F,2,37750000.0,0
3520,Nordeste,RN,6550200.0,0,76.0,F,3,59010740.0,0
3521,Nordeste,RN,7911200.0,1,276.0,F,5,59063340.0,1
3522,Nordeste,RN,4711301.0,0,140.0,M,4,59067300.0,0
3524,Nordeste,RN,4511101.0,0,89.0,M,5,59086005.0,0
3525,Nordeste,RN,8299799.0,0,135.0,M,5,59025200.0,0
3526,Nordeste,RN,6613400.0,1,54.0,F,3,59123375.0,0
3527,Nordeste,RN,4784900.0,1,54.0,F,3,59042250.0,0
3528,Nordeste,RN,6436100.0,1,54.0,F,3,59042250.0,0
3529,Nordeste,RN,4781400.0,1,54.0,F,3,59042250.0,0
3530,Sudeste,MG,6423900.0,1,53.0,M,5,35600000.0,0
3531,Sudeste,MG,6120501.0,1,186.0,F,6,35600000.0,1
3533,Sudeste,MG,6110801.0,1,259.0,F,3,35600000.0,1
3534,Sudeste,MG,4713001.0,0,92.0,F,5,37810000.0,0
3539,Sudeste,SP,4782201.0,0,132.0,M,3,4904200.0,0
3540,Sudeste,SP,6436100.0,0,54.0,M,4,8121210.0,0
3541,Sudeste,SP,4782201.0,1,132.0,M,4,3877000.0,0
3542,Sudeste,SP,6110801.0,1,187.0,M,3,4040020.0,1
3543,Sudeste,SP,4759899.0,0,111.0,M,5,3967020.0,0
3544,Sudeste,SP,6423900.0,0,53.0,M,7,4932240.0,1
3545,Sudeste,SP,6422100.0,0,54.0,F,6,13737360.0,0
3546,Sudeste,MG,2621300.0,1,101.0,F,4,36500000.0,1
3547,Sudeste,MG,5911199.0,1,236.0,F,1,37270000.0,0
3548,Sudeste,MG,6120501.0,1,186.0,M,4,37270000.0,0
3549,Sudeste,SP,6613400.0,0,54.0,M,1,2037000.0,1
3551,Sudeste,RJ,6422100.0,1,63.0,F,5,27943632.0,1
3552,Sudeste,RJ,3701100.0,1,183.0,M,7,27913010.0,0
3553,Sudeste,RJ,3600601.0,1,183.0,M,7,27913010.0,1
3555,Sudeste,RJ,8532500.0,1,233.0,F,7,27946410.0,0
3556,Sudeste,RJ,2632900.0,1,101.0,F,3,27961048.0,0
3557,Sudeste,RJ,6110801.0,1,186.0,F,7,27920010.0,1
3558,Sudeste,RJ,2640000.0,1,95.0,F,3,27961086.0,0
3559,Sudeste,SP,4651601.0,0,101.0,F,3,5058020.0,0
3560,Sudeste,SP,5811500.0,1,106.0,F,7,17013670.0,1
3561,Sudeste,SP,8532500.0,0,233.0,F,4,17021860.0,1
3562,Sudeste,SP,3514000.0,1,185.0,M,6,17026300.0,0
3563,Sudeste,SP,6511101.0,1,79.0,F,6,17054250.0,0
3564,Sudeste,SP,2640000.0,0,101.0,F,5,17060010.0,1
3565,Sudeste,SP,2751100.0,1,94.0,F,6,17032035.0,0
3567,Sudeste,SP,6431000.0,1,76.0,M,2,17015210.0,0
3568,Sudeste,SP,6462000.0,1,96.0,M,5,17067440.0,0
3570,Sudeste,SP,6436100.0,0,54.0,F,5,17066580.0,0
3571,Sudeste,SP,2640000.0,0,88.0,F,5,17033130.0,1
3572,Sudeste,SP,6423900.0,0,53.0,M,7,2443100.0,1
3573,Sudeste,SP,6436100.0,0,54.0,F,6,4855380.0,0
3574,Sudeste,SP,5310501.0,0,182.0,M,3,4833001.0,0
3575,Sudeste,SP,4712100.0,0,87.0,F,3,6401015.0,0
3576,Sudeste,SP,6110801.0,1,187.0,M,6,8080490.0,1
3577,Sudeste,SP,8211300.0,0,79.0,M,2,2882150.0,0
3579,Sudeste,SP,6120501.0,1,187.0,F,5,1316030.0,1
3581,Centro-oeste,MT,6493000.0,1,57.0,M,4,78730300.0,0
3582,Centro-oeste,MT,3514000.0,1,185.0,M,5,78700075.0,1
3583,Sudeste,SP,6612602.0,0,54.0,F,4,3904040.0,0
3585,Sudeste,SP,6550200.0,0,284.0,F,7,3682000.0,1
3586,Sudeste,SP,6462000.0,1,124.0,M,3,5033080.0,0
3587,Sudeste,SP,6613400.0,0,54.0,F,3,5791220.0,0
3588,Sudeste,SP,6436100.0,0,63.0,F,6,1033010.0,0
3589,Sudeste,SP,6422100.0,0,62.0,F,5,4896150.0,1
3590,Sudeste,SP,6423900.0,0,53.0,M,4,6401160.0,1
3591,Sudeste,SP,2640000.0,0,101.0,M,3,8230400.0,1
3592,Sudeste,SP,5310501.0,0,182.0,F,5,8032420.0,0
3595,Centro-oeste,GO,2632900.0,1,101.0,F,5,75860000.0,0
3596,Centro-oeste,GO,3514000.0,0,185.0,F,2,75860000.0,0
3597,Centro-oeste,GO,3514000.0,0,185.0,F,2,75860000.0,1
3598,Centro-oeste,GO,7740300.0,1,90.0,M,7,75860000.0,0
3600,Centro-oeste,GO,4781400.0,1,55.0,F,3,75836006.0,1
3606,Centro-oeste,GO,6511101.0,1,69.0,F,3,75690000.0,1
3607,Centro-oeste,GO,4753900.0,1,69.0,F,3,75690000.0,0
3608,Centro-oeste,GO,6421200.0,0,53.0,F,3,75690000.0,0
3609,Centro-oeste,GO,8299799.0,1,76.0,M,3,75690000.0,0
3610,Centro-oeste,GO,4753900.0,1,101.0,M,2,75680558.0,0
3611,Centro-oeste,GO,6511101.0,1,101.0,M,2,75680558.0,1
3612,Centro-oeste,GO,2640000.0,1,101.0,M,2,75680558.0,1
3613,Centro-oeste,GO,9430800.0,1,69.0,F,6,75682000.0,0
3614,Centro-oeste,GO,6421200.0,0,53.0,F,5,75690000.0,0
3615,Centro-oeste,GO,6421200.0,0,53.0,F,3,75690000.0,0
3619,Centro-oeste,MS,3514000.0,0,185.0,F,5,79240000.0,1
3620,Centro-oeste,MS,3514000.0,0,185.0,M,4,79240000.0,1
3621,Centro-oeste,MS,3514000.0,0,185.0,F,5,79240000.0,1
3622,Centro-oeste,MS,3514000.0,0,185.0,F,5,79240000.0,1
3623,Centro-oeste,MS,3514000.0,0,185.0,F,6,79230000.0,1
3624,Centro-oeste,MS,3514000.0,0,185.0,M,7,79240000.0,1
3627,Centro-oeste,MS,3514000.0,0,185.0,F,6,79240000.0,1
3639,Nordeste,CE,6493000.0,1,56.0,F,3,63031170.0,0
3640,Nordeste,CE,2640000.0,1,96.0,M,5,63028370.0,1
3642,Nordeste,RN,1531901.0,1,132.0,F,6,59122591.0,0
3643,Sudeste,RJ,6422100.0,1,55.0,F,4,26297156.0,0
3644,Sudeste,RJ,6613400.0,1,55.0,F,4,26297156.0,0
3646,Sudeste,RJ,6541300.0,0,76.0,F,6,23087380.0,1
3647,Sudeste,RJ,4753900.0,0,141.0,F,2,21235280.0,1
3649,Sudeste,RJ,6436100.0,1,76.0,F,7,23017000.0,0
3651,Sudeste,RJ,7020400.0,1,76.0,M,2,27966710.0,0
3652,Sudeste,RJ,6512000.0,1,282.0,F,6,27998000.0,0
3655,Nordeste,RN,9521500.0,0,97.0,F,4,59062300.0,0
3657,Nordeste,RN,6511101.0,0,69.0,M,6,59073223.0,0
3659,Nordeste,RN,5111100.0,0,157.0,M,3,59020250.0,0
3660,Nordeste,RN,4781400.0,0,55.0,M,4,59014280.0,0
3661,Nordeste,RN,5510801.0,1,76.0,F,2,59037400.0,1
3663,Sudeste,SP,6110801.0,0,187.0,M,7,8539010.0,1
3664,Sudeste,SP,8291100.0,0,94.0,F,4,8345400.0,0
3665,Sudeste,SP,4711301.0,1,102.0,F,4,7161450.0,1
3666,Sudeste,SP,6511101.0,1,69.0,F,4,4849536.0,1
3667,Sudeste,SP,6422100.0,0,53.0,F,6,3808010.0,1
3669,Sudeste,SP,6120501.0,0,187.0,M,5,4777001.0,1
3670,Sudeste,SP,6422100.0,0,286.0,F,5,5797300.0,1
3671,Sudeste,SP,4753900.0,1,122.0,M,5,3925000.0,0
3672,Sudeste,ES,6462000.0,0,276.0,M,7,29202515.0,0
3673,Sudeste,SP,4651601.0,0,101.0,M,2,2083060.0,0
3674,Sudeste,SP,6436100.0,0,54.0,F,6,5882360.0,0
3675,Sudeste,SP,6619399.0,1,54.0,F,2,5663000.0,0
3676,Sudeste,SP,6462000.0,1,97.0,F,3,13486068.0,0
3677,Sudeste,SP,6423900.0,0,63.0,F,3,3150080.0,1
3678,Sudeste,SP,7490104.0,1,101.0,F,5,7162440.0,0
3679,Sudeste,SP,6110801.0,1,101.0,M,4,3187040.0,1
3680,Sudeste,SP,7319004.0,1,108.0,F,3,2124050.0,0
3681,Sudeste,ES,7490104.0,1,96.0,F,2,29217230.0,0
3682,Sudeste,ES,9512600.0,0,249.0,F,3,29345000.0,0
3683,Nordeste,RN,4781400.0,0,55.0,F,4,59149175.0,0
3684,Nordeste,RN,6120501.0,1,186.0,F,7,59149160.0,1
3685,Nordeste,RN,6422100.0,1,54.0,F,4,59032070.0,1
3687,Nordeste,RN,4652400.0,1,102.0,M,4,59120440.0,0
3688,Sudeste,SP,6120501.0,1,186.0,F,6,4943080.0,1
3690,Sudeste,SP,6423900.0,0,76.0,F,7,3874200.0,1
3691,Sudeste,SP,6462000.0,0,103.0,F,5,8421570.0,0
3692,Sudeste,SP,6436100.0,0,63.0,M,3,5756420.0,0
3693,Sudeste,RJ,6110801.0,1,186.0,F,2,27963726.0,1
3694,Sudeste,RJ,9430800.0,1,76.0,M,7,27961040.0,0
3697,Sudeste,SP,6462000.0,1,122.0,F,2,8431050.0,0
3698,Sudeste,SP,4110700.0,0,82.0,F,3,2230100.0,0
3699,Sudeste,SP,4651601.0,1,101.0,M,3,8665310.0,0
3700,Sudeste,SP,6462000.0,1,124.0,M,4,14406349.0,0
3701,Sudeste,SP,4711301.0,0,2.0,F,3,8061120.0,0
3703,Sudeste,SP,5211799.0,0,97.0,M,4,13480647.0,1
3704,Centro-oeste,MT,3514000.0,1,185.0,M,5,78580000.0,1
3705,Sudeste,SP,6110801.0,0,186.0,F,5,1509000.0,1
3708,Sudeste,SP,4782201.0,0,132.0,F,2,12420500.0,0
3709,Sudeste,SP,7490104.0,0,281.0,M,5,5551000.0,0
3710,Sudeste,SP,6120501.0,1,187.0,M,3,2234000.0,1
3711,Sudeste,SP,6120501.0,1,186.0,M,5,8253610.0,1
3712,Sudeste,SP,4751201.0,0,101.0,F,2,8380180.0,0
3713,Centro-oeste,MT,3600601.0,1,183.0,M,6,78580000.0,1
3714,Centro-oeste,MT,3514000.0,1,185.0,F,3,78580000.0,1
3715,Centro-oeste,MT,6423900.0,0,53.0,M,4,78550000.0,0
3716,Centro-oeste,GO,4753900.0,1,101.0,F,1,75687586.0,0
3717,Centro-oeste,GO,2632900.0,1,101.0,F,1,75687586.0,0
3719,Centro-oeste,GO,3514000.0,1,185.0,F,2,75696582.0,1
3720,Centro-oeste,GO,4646001.0,1,76.0,F,5,75686300.0,0
3721,Centro-oeste,GO,6120501.0,1,187.0,F,6,75696200.0,1
3722,Centro-oeste,GO,6462000.0,1,101.0,F,3,75696016.0,0
3723,Centro-oeste,GO,6421200.0,0,53.0,F,5,75690000.0,0
3724,Centro-oeste,GO,6422100.0,1,76.0,F,4,75680388.0,0
3725,Centro-oeste,GO,6421200.0,0,53.0,M,2,75690000.0,0
3726,Centro-oeste,GO,6110801.0,1,186.0,F,4,75687504.0,0
3727,Centro-oeste,GO,2640000.0,1,101.0,M,2,75689496.0,1
3728,Sul,SC,3600601.0,0,183.0,F,7,88780000.0,0
3729,Sul,SC,6110801.0,1,186.0,M,7,88780000.0,1
3731,Sul,SC,5111100.0,1,76.0,M,4,89289530.0,1
3733,Sudeste,SP,6422100.0,0,53.0,F,5,8485130.0,0
3735,Sudeste,SP,6110801.0,1,187.0,F,7,4930200.0,1
3736,Sudeste,SP,6550200.0,1,286.0,F,5,5797300.0,0
3737,Sudeste,SP,4652400.0,1,101.0,F,3,6775300.0,1
3738,Sudeste,SP,6423900.0,0,53.0,F,7,3390060.0,1
3740,Centro-oeste,GO,4753900.0,1,96.0,F,2,75860000.0,0
3741,Centro-oeste,GO,4110700.0,1,63.0,M,7,75860000.0,0
3743,Sudeste,SP,6423900.0,1,53.0,F,6,8311440.0,1
3744,Sudeste,SP,3514000.0,1,185.0,F,5,17470000.0,0
3745,Sudeste,SP,8211300.0,0,80.0,M,3,8223280.0,0
3746,Sudeste,SP,6422100.0,0,53.0,F,3,8381720.0,0
3748,Sudeste,SP,8220200.0,0,74.0,F,6,12214260.0,0
3750,Sudeste,MG,6422100.0,1,53.0,M,3,37504590.0,0
3751,Sudeste,MG,6110801.0,0,187.0,M,7,37501058.0,1
3752,Sudeste,MG,6110801.0,1,187.0,F,5,37505401.0,1
3753,Sudeste,MG,6423900.0,1,54.0,F,4,36500180.0,1
3754,Sudeste,MG,1813001.0,1,141.0,M,4,36510000.0,0
3755,Sudeste,MG,6120501.0,1,186.0,F,3,36500000.0,1
3756,Sudeste,MG,6120501.0,1,186.0,F,4,36500000.0,1
3757,Sudeste,MG,6422100.0,1,54.0,F,2,36500000.0,0
3758,Sudeste,MG,6120501.0,1,187.0,F,3,36500000.0,1
3759,Sudeste,MG,6120501.0,1,187.0,F,3,36500000.0,1
3760,Sudeste,MG,4753900.0,1,101.0,M,3,36500000.0,0
3761,Sudeste,MG,2632900.0,1,101.0,M,3,36500000.0,0
3762,Centro-oeste,GO,6110801.0,1,186.0,M,4,74140020.0,1
3763,Centro-oeste,GO,7911200.0,1,76.0,M,7,74635132.0,0
3764,Centro-oeste,GO,7911200.0,0,76.0,M,7,74635132.0,0
3765,Centro-oeste,GO,6436100.0,0,55.0,M,6,74543020.0,0
3772,Centro-oeste,GO,6423900.0,0,82.0,M,3,74969090.0,1
3773,Centro-oeste,GO,8230001.0,0,76.0,F,2,74905144.0,0
3777,Norte,RO,6120501.0,1,187.0,F,1,76802200.0,1
3779,Norte,RO,3514000.0,1,185.0,F,6,76813292.0,0
3781,Sul,SC,4754701.0,1,122.0,M,3,89260810.0,0
3783,Sul,SC,8599604.0,1,63.0,F,2,89256170.0,0
3784,Sul,SC,2910701.0,1,89.0,M,4,89255070.0,1
3786,Sul,SC,5310501.0,1,182.0,F,3,89259320.0,0
3796,Sudeste,SP,6440900.0,1,54.0,M,2,8587832.0,0
3797,Sudeste,RJ,6423900.0,1,53.0,M,7,27945530.0,1
3798,Sudeste,RJ,6190601.0,1,259.0,M,7,27945530.0,0
3800,Centro-oeste,MT,2640000.0,1,187.0,M,4,78850000.0,1
3801,Centro-oeste,MT,8532500.0,1,236.0,M,4,78850000.0,1
3808,Sudeste,ES,6511101.0,1,101.0,M,3,29700000.0,0
3813,Centro-oeste,MT,6110801.0,1,187.0,F,3,78700000.0,1
3816,Centro-oeste,MT,6821801.0,1,81.0,F,5,78700000.0,0
3820,Centro-oeste,MT,4652400.0,1,101.0,M,2,78700000.0,1
3822,Norte,RO,6110801.0,1,186.0,F,2,76829364.0,1
3825,Norte,RO,4120400.0,1,81.0,M,2,78932000.0,0
3826,Norte,RO,6120501.0,0,187.0,M,5,78908280.0,1
3827,Centro-oeste,GO,6512000.0,1,101.0,F,3,75689714.0,0
3828,Centro-oeste,GO,2640000.0,1,101.0,M,5,75686153.0,1
3829,Nordeste,RN,6422100.0,1,79.0,F,6,59000000.0,0
3830,Nordeste,RN,6512000.0,1,79.0,F,6,59000000.0,0
3831,Nordeste,RN,6422100.0,1,106.0,M,4,59280000.0,1
3832,Nordeste,RN,4652400.0,1,101.0,M,4,59142740.0,1
3833,Nordeste,RN,6422100.0,0,129.0,M,3,59127150.0,1
3834,Nordeste,RN,2910701.0,0,129.0,M,3,59127150.0,1
3835,Nordeste,RN,4511101.0,0,129.0,M,3,59127150.0,0
3838,Nordeste,RN,3600601.0,1,183.0,F,6,59015360.0,1
3839,Nordeste,RN,5823900.0,1,106.0,M,4,59062430.0,0
3840,Centro-oeste,GO,4754701.0,0,101.0,F,4,75000000.0,0
3841,Centro-oeste,GO,2640000.0,0,101.0,F,4,75000000.0,1
3842,Centro-oeste,GO,4753900.0,0,120.0,F,5,75130440.0,0
3843,Centro-oeste,GO,2751100.0,1,94.0,M,3,75085730.0,1
3844,Centro-oeste,GO,4713001.0,1,94.0,M,3,75085730.0,1
3845,Centro-oeste,GO,4713001.0,1,93.0,F,5,75140030.0,1
3848,Centro-oeste,GO,6511101.0,1,79.0,M,7,75170000.0,0
3849,Centro-oeste,GO,4789008.0,1,101.0,M,3,75084160.0,0
3850,Sudeste,SP,6422100.0,0,54.0,F,6,5569010.0,1
3851,Sudeste,SP,6120501.0,0,186.0,F,4,2043000.0,1
3852,Sudeste,MG,6422100.0,1,276.0,M,4,38055000.0,0
3853,Sudeste,MG,7911200.0,1,276.0,F,3,38055000.0,0
3854,Sudeste,MG,6462000.0,0,124.0,F,4,35400000.0,0
3855,Sudeste,MG,4753900.0,1,63.0,M,6,35400000.0,0
3856,Sudeste,MG,4753900.0,1,126.0,F,4,35400000.0,0
3857,Sudeste,MG,6462000.0,1,124.0,M,3,35400000.0,0
3858,Sudeste,MG,4753900.0,1,288.0,M,4,35058614.0,1
3859,Sudeste,MG,6110801.0,1,187.0,M,5,35040460.0,1
3860,Sudeste,MG,9521500.0,1,94.0,F,2,35030630.0,0
3861,Sudeste,MG,6319400.0,1,279.0,M,2,38051410.0,0
3863,Centro-oeste,GO,4753900.0,1,96.0,M,4,75096692.0,1
3866,Centro-oeste,GO,6422100.0,0,54.0,F,6,75064060.0,1
3867,Centro-oeste,GO,4761001.0,1,54.0,F,6,75064060.0,1
3868,Centro-oeste,GO,2640000.0,1,146.0,M,4,76343000.0,0
3869,Centro-oeste,GO,4789008.0,0,146.0,M,4,76343000.0,0
3870,Centro-oeste,GO,6311900.0,1,276.0,F,3,75102282.0,0
3871,Centro-oeste,GO,4789099.0,0,101.0,M,2,75064810.0,0
3872,Centro-oeste,GO,2751100.0,1,93.0,F,4,75110450.0,1
3873,Sudeste,RJ,6462000.0,1,90.0,F,3,23080300.0,0
3874,Sudeste,RJ,6110801.0,1,187.0,F,5,23587700.0,1
3875,Sudeste,RJ,6143400.0,1,259.0,F,5,21770000.0,0
3876,Sudeste,RJ,6120501.0,1,186.0,M,5,20240140.0,1
3877,Sudeste,RJ,6613400.0,0,63.0,F,6,25525030.0,0
3878,Sudeste,RJ,4753900.0,0,120.0,F,5,22790710.0,1
3880,Sudeste,RJ,3600601.0,1,183.0,M,6,26262070.0,1
3881,Sudeste,RJ,6550200.0,0,282.0,F,3,24410530.0,1
3883,Sudeste,RJ,3701100.0,1,183.0,F,6,23094350.0,0
3885,Sudeste,SP,6422100.0,1,54.0,F,3,9551000.0,0
3886,Sudeste,SP,4754702.0,0,100.0,F,3,3572180.0,0
3887,Sudeste,SP,6511101.0,0,69.0,M,3,8072310.0,1
3888,Sudeste,SP,6436100.0,0,63.0,M,5,3975000.0,0
3889,Sudeste,SP,6511101.0,1,69.0,M,5,8010220.0,1
3890,Sudeste,SP,6462000.0,1,102.0,F,3,4474180.0,0
3892,Sudeste,SP,6110801.0,1,186.0,M,4,5792110.0,1
3893,Sudeste,SP,8411600.0,0,183.0,F,3,7242210.0,0
3894,Sudeste,SP,4751201.0,1,186.0,F,6,6845010.0,0
3895,Sudeste,SP,6470101.0,0,76.0,F,6,5892440.0,0
3896,Sudeste,MG,5510801.0,1,276.0,F,5,38026360.0,0
3898,Sudeste,MG,2751100.0,1,94.0,F,4,38055450.0,0
3899,Sudeste,RJ,6422100.0,0,53.0,F,5,27915020.0,0
3900,Sudeste,RJ,3514000.0,0,185.0,F,4,27901000.0,1
3901,Sudeste,RJ,6423900.0,1,69.0,F,6,27961086.0,1
3902,Sudeste,RJ,6512000.0,1,69.0,F,6,27961086.0,0
3907,Sudeste,RJ,3514000.0,0,185.0,M,5,28898232.0,1
3908,Sudeste,SP,6511101.0,1,76.0,F,6,17031357.0,0
3909,Sudeste,SP,6422100.0,1,54.0,F,5,17055500.0,0
3910,Sudeste,SP,6422100.0,1,53.0,F,6,17021600.0,1
3911,Sudeste,SP,4781400.0,0,261.0,M,4,17065211.0,0
3912,Sudeste,SP,6511101.0,1,69.0,M,6,17026350.0,0
3913,Sudeste,SP,2622100.0,0,96.0,F,7,17050200.0,0
3914,Sudeste,SP,6512000.0,0,79.0,F,4,17054050.0,0
3915,Sudeste,SP,6423900.0,0,79.0,F,4,17054050.0,1
3916,Sudeste,SP,6550200.0,1,199.0,M,1,17056049.0,0
3917,Sudeste,SP,4753900.0,1,122.0,F,3,17017460.0,1
3919,Sudeste,SP,6422100.0,0,63.0,M,7,17026530.0,1
3920,Sudeste,SP,6190601.0,1,279.0,F,2,17031384.0,0
3921,Norte,RO,5111100.0,0,276.0,M,3,76807660.0,1
3923,Norte,RO,6110801.0,1,279.0,F,4,76829557.0,1
3926,Norte,RO,8299799.0,1,283.0,M,4,76873194.0,0
3927,Norte,RO,6511101.0,0,53.0,M,5,76804424.0,0
3928,Norte,RO,3514000.0,0,185.0,M,5,76813056.0,0
3929,Norte,RO,6120501.0,1,187.0,M,3,76812624.0,1
3930,Norte,RO,6120501.0,1,187.0,M,4,76000000.0,1
3933,Sudeste,MG,4753900.0,1,93.0,F,2,38302587.0,1
3938,Sudeste,MG,4110700.0,1,81.0,M,4,37750000.0,0
3939,Sudeste,SP,4643501.0,0,132.0,M,5,2271000.0,0
3940,Sudeste,SP,6511101.0,1,69.0,F,3,5869240.0,1
3941,Sudeste,SP,4713001.0,1,120.0,F,3,8373760.0,1
3943,Norte,RO,4754701.0,0,93.0,M,2,76940000.0,0
3944,Norte,RO,2759799.0,0,93.0,M,2,76940000.0,0
3948,Norte,RO,8211300.0,1,103.0,M,6,76870000.0,1
3950,Norte,RO,6431000.0,1,54.0,F,6,76912750.0,1
3951,Sudeste,SP,6512000.0,0,76.0,M,4,14850000.0,0
3952,Sudeste,SP,4753900.0,1,147.0,F,2,14850000.0,1
3953,Sudeste,SP,3514000.0,0,185.0,M,6,14850000.0,0
3954,Sudeste,SP,6422100.0,0,54.0,F,4,14850000.0,1
3955,Sudeste,SP,6512000.0,0,53.0,M,4,14850000.0,0
3956,Sudeste,SP,6423900.0,0,53.0,M,4,14850000.0,1
3957,Sudeste,SP,6423900.0,0,76.0,M,5,14850000.0,1
3958,Sudeste,SP,6512000.0,0,76.0,M,5,14850000.0,0
3959,Sudeste,SP,2632900.0,1,101.0,M,2,14850000.0,0
3960,Sudeste,SP,4753900.0,1,101.0,M,2,14850000.0,1
3962,Sudeste,SP,6422100.0,1,76.0,M,4,14850000.0,1
3963,Sudeste,SP,6436100.0,0,131.0,M,3,14850000.0,0
3967,Norte,RO,8299799.0,0,53.0,F,6,76873791.0,0
3971,Norte,RO,4753900.0,1,249.0,M,7,76870000.0,0
3973,Sudeste,MG,6120501.0,1,186.0,M,6,36500000.0,1
3974,Sudeste,MG,3600601.0,1,183.0,F,5,36500000.0,1
3975,Sudeste,MG,6462000.0,1,276.0,F,3,36500000.0,0
3976,Sudeste,MG,7911200.0,1,276.0,F,3,36500000.0,0
3977,Sudeste,MG,6190601.0,0,279.0,F,5,36500000.0,0
3978,Sudeste,MG,2829199.0,1,88.0,M,5,36500000.0,0
3980,Sudeste,MG,6120501.0,1,187.0,F,6,36500000.0,0
3982,Sudeste,MG,6422100.0,1,54.0,F,1,36500000.0,0
3986,Norte,RO,3514000.0,0,185.0,F,4,76820210.0,0
3995,Norte,RO,6422100.0,1,53.0,M,7,76977000.0,1
4000,Norte,RO,4652400.0,1,101.0,F,4,76970000.0,1
4005,Sudeste,MG,6512000.0,1,101.0,M,2,38051110.0,0
4011,Norte,RO,6423900.0,0,53.0,F,4,76812368.0,1
4013,Norte,RO,6110801.0,0,187.0,M,3,76810154.0,1
4014,Norte,RO,3514000.0,1,187.0,M,7,76801444.0,0
4015,Norte,RO,8599604.0,0,236.0,F,4,76850000.0,0
